"anio","jurisdiccion_de_residencia_id","jurisdicion_residencia_nombre","cie10_causa_id","cie10_clasificacion","sexo_id","Sexo","muerte_materna_id","muerte_materna_clasificacion","grupo_edad","cantidad" 
2019,6,"Buenos Aires","Q01","Encefalocele",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2010,90,"Tucumán","Q20","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2014,82,"Santa Fe","B24","Enfermedad por virus de la inmunodeficiencia humana [VIH], sin otra especificación",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2005,90,"Tucumán","Q01","Encefalocele",1,"masculino"," ",NA,"01.De a 0  a 14 anios",1
2007,22,"Chaco","E84","Fibrosis quística",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2005,99,"Sin Información","P91","Otras alteraciones cerebrales del recién nacido",2,"femenino"," ",NA,"01.De a 0  a 14 anios",1
2011,30,"Entre Ríos","Q43","Otras malformaciones congénitas del intestino",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2008,54,"Misiones","P21","Asfixia del nacimiento",2,"femenino","",NA,"01.De a 0  a 14 anios",3
2016,90,"Tucumán","Q33","Malformaciones congénitas del pulmón",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2010,22,"Chaco","A09","Otras gastroenteritis y colitis de origen infeccioso y no especificado",2,"femenino","",NA,"01.De a 0  a 14 anios",3
2018,38,"Jujuy","Q90","Síndrome de Down",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2011,42,"La Pampa","Q89","Otras malformaciones congénitas, no clasificadas en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2012,86,"Santiago del Estero","R95","Síndrome de la muerte súbita infantil",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2015,66,"Salta","J94","Otras afecciones de la pleura",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2014,90,"Tucumán","G40","Epilepsia",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2019,34,"Formosa","G12","Atrofia muscular espinal y síndromes afines",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2010,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur","P28","Otros problemas respiratorios del recién nacido, originados en el período perinatal",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2006,6,"Buenos Aires","W87","Exposición a corriente eléctrica no especificada",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2021,58,"Neuquén","C49","Tumor maligno de otros tejidos conjuntivos y de tejidos blandos",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2005,82,"Santa Fe","P78","Otros trastornos perinatales del sistema digestivo",2,"femenino"," ",NA,"01.De a 0  a 14 anios",1
2006,70,"San Juan","W78","Inhalación de contenidos gástricos",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2013,70,"San Juan","Q93","Monosomías y supresiones de los autosomas, no  clasificadas en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2007,54,"Misiones","E88","Otros trastornos metabólicos",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2009,34,"Formosa","P96","Otras afecciones originadas en el período perinatal",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2012,66,"Salta","A09","Otras gastroenteritis y colitis de origen infeccioso y no especificado",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2012,26,"Chubut","P36","Sepsis bacteriana del recién nacido",2,"femenino","",NA,"01.De a 0  a 14 anios",4
2013,2,"Ciudad Autónoma de Buenos Aires","J21","Bronquiolitis aguda",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2018,6,"Buenos Aires","E88","Otros trastornos metabólicos",1,"masculino",NA,NA,"01.De a 0  a 14 anios",4
2009,34,"Formosa","Q90","Síndrome de Down",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2020,54,"Misiones","Q00","Anencefalia y malformaciones congénitas similares",2,"femenino",NA,NA,"01.De a 0  a 14 anios",5
2010,6,"Buenos Aires","Q04","Otras malformaciones congénitas del encéfalo",1,"masculino","",NA,"01.De a 0  a 14 anios",6
2011,90,"Tucumán","P02","Feto y recién nacido afectado por complicaciones de la placenta, del cordón umbilical y de las membranas",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2009,50,"Mendoza","J12","Neumonía viral, no clasificada en otra parte",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2010,66,"Salta","Q03","Hidrocéfalo congénito",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2013,58,"Neuquén","Q21","Malformaciones congénitas de los tabiques cardíacos",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2013,82,"Santa Fe","P83","Otras afecciones de la piel especificas del feto y del recién nacido",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2014,30,"Entre Ríos","P07","Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",14
2013,46,"La Rioja","Q87","Otros síndromes de malformaciones congénitas especificados que afectan múltiples sistemas",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2009,82,"Santa Fe","Q04","Otras malformaciones congénitas del encéfalo",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2021,22,"Chaco","P26","Hemorragia pulmonar originada en el período perinatal",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2019,22,"Chaco","E43","Desnutrición proteicocalórica severa, no especificada",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2016,30,"Entre Ríos","J18","Neumonía, organismo no especificado",1,"masculino",NA,NA,"01.De a 0  a 14 anios",2
2013,62,"Río Negro","Q90","Síndrome de Down",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2014,6,"Buenos Aires","W78","Inhalación de contenidos gástricos",1,"masculino","",NA,"01.De a 0  a 14 anios",4
2014,66,"Salta","G04","Encefalitis, mielitis y encefalomielitis",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2007,26,"Chubut","R95","Síndrome de la muerte súbita infantil",1,"masculino","",NA,"01.De a 0  a 14 anios",4
2007,22,"Chaco","G03","Meningitis debida a otras causas y a las no especificadas",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2007,54,"Misiones","A09","Otras gastroenteritis y colitis de origen infeccioso y no especificado",1,"masculino","",NA,"01.De a 0  a 14 anios",4
2005,18,"Corrientes","Q90","Síndrome de Down",1,"masculino"," ",NA,"01.De a 0  a 14 anios",3
2011,6,"Buenos Aires","A50","Sífilis congénita",2,"femenino","",NA,"01.De a 0  a 14 anios",4
2008,6,"Buenos Aires","B37","Candidiasis",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2006,38,"Jujuy","P96","Otras afecciones originadas en el período perinatal",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2007,2,"Ciudad Autónoma de Buenos Aires","J21","Bronquiolitis aguda",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2019,6,"Buenos Aires","Q90","Síndrome de Down",1,"masculino",NA,NA,"01.De a 0  a 14 anios",6
2019,22,"Chaco","E88","Otros trastornos metabólicos",2,"femenino",NA,NA,"01.De a 0  a 14 anios",2
2006,2,"Ciudad Autónoma de Buenos Aires","A50","Sífilis congénita",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2009,22,"Chaco","J18","Neumonía, organismo no especificado",1,"masculino","",NA,"01.De a 0  a 14 anios",10
2011,82,"Santa Fe","X59","Exposición a factores no especificados",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2014,14,"Córdoba","I47","Taquicardia paroxística",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2019,2,"Ciudad Autónoma de Buenos Aires","Q25","Malformaciones congénitas de las grandes arterias",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2019,58,"Neuquén","Q21","Malformaciones congénitas de los tabiques cardíacos",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2018,6,"Buenos Aires","K72","Insuficiencia hepática, no clasificada en otra parte",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2011,10,"Catamarca","I42","Cardiomiopatía",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2016,2,"Ciudad Autónoma de Buenos Aires","A50","Sífilis congénita",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2008,6,"Buenos Aires","G00","Meningitis bacteriana, no clasificada en otra parte",1,"masculino","",NA,"01.De a 0  a 14 anios",3
2008,66,"Salta","Q87","Otros síndromes de malformaciones congénitas especificados que afectan múltiples sistemas",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2012,86,"Santiago del Estero","A09","Otras gastroenteritis y colitis de origen infeccioso y no especificado",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2014,62,"Río Negro","R95","Síndrome de la muerte súbita infantil",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2010,82,"Santa Fe","Q20","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2015,58,"Neuquén","E88","Otros trastornos metabólicos",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2012,30,"Entre Ríos","P96","Otras afecciones originadas en el período perinatal",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2009,6,"Buenos Aires","E46","Desnutrición proteicocalórica, no especificada",1,"masculino","",NA,"01.De a 0  a 14 anios",4
2017,50,"Mendoza","P26","Hemorragia pulmonar originada en el período perinatal",1,"masculino",NA,NA,"01.De a 0  a 14 anios",2
2013,18,"Corrientes","P22","Dificultad respiratoria del recién nacido",1,"masculino","",NA,"01.De a 0  a 14 anios",8
2017,6,"Buenos Aires","K83","Otras enfermedades de las vías biliares",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2009,90,"Tucumán","J18","Neumonía, organismo no especificado",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2011,82,"Santa Fe","P83","Otras afecciones de la piel especificas del feto y del recién nacido",2,"femenino","",NA,"01.De a 0  a 14 anios",3
2015,34,"Formosa","Q23","Malformaciones congénitas de las válvulas aórtica y mitral",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2021,38,"Jujuy","Q28","Otras malformaciones congénitas del sistema circulatorio",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2008,66,"Salta","Q26","Malformaciones congénitas de las grandes venas",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2012,14,"Córdoba","P22","Dificultad respiratoria del recién nacido",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2008,22,"Chaco","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2011,58,"Neuquén","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2008,86,"Santiago del Estero","J69","Neumonitis debida a sólidos y líquidos",1,"masculino","",NA,"01.De a 0  a 14 anios",3
2019,34,"Formosa","Q87","Otros síndromes de malformaciones congénitas especificados que afectan múltiples sistemas",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2008,2,"Ciudad Autónoma de Buenos Aires","G03","Meningitis debida a otras causas y a las no especificadas",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2020,10,"Catamarca","P29","Trastornos cardiovasculares originados en el período perinatal",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2007,2,"Ciudad Autónoma de Buenos Aires","Q23","Malformaciones congénitas de las válvulas aórtica y mitral",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2007,90,"Tucumán","G12","Atrofia muscular espinal y síndromes afines",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2021,22,"Chaco","G03","Meningitis debida a otras causas y a las no especificadas",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2014,6,"Buenos Aires","E84","Fibrosis quística",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2011,2,"Ciudad Autónoma de Buenos Aires","Q60","Agenesia renal y otras malformaciones hipoplásicas del riñón",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2016,34,"Formosa","J98","Otros trastornos respiratorios",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2017,14,"Córdoba","E44","Desnutrición proteicocalórica de grado moderado y leve",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2011,6,"Buenos Aires","J15","Neumonía bacteriana, no clasificada en otra parte",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2011,6,"Buenos Aires","G93","Otros trastornos del encéfalo",1,"masculino","",NA,"01.De a 0  a 14 anios",3
2021,6,"Buenos Aires","C92","Leucemia mieloide",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2007,14,"Córdoba","J21","Bronquiolitis aguda",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2006,14,"Córdoba","Q23","Malformaciones congénitas de las válvulas aórtica y mitral",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2014,54,"Misiones","J69","Neumonitis debida a sólidos y líquidos",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2012,22,"Chaco","Q25","Malformaciones congénitas de las grandes arterias",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2015,38,"Jujuy","Q25","Malformaciones congénitas de las grandes arterias",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2020,18,"Corrientes","P78","Otros trastornos perinatales del sistema digestivo",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2021,42,"La Pampa","V44","Ocupante de automóvil lesionado por colisión con  vehículo de transporte pesado o autobús",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2019,82,"Santa Fe","Q44","Malformaciones congénitas de la vesícula biliar, de los conductos biliares y del hígado",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2011,6,"Buenos Aires","P78","Otros trastornos perinatales del sistema digestivo",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2013,30,"Entre Ríos","J96","Insuficiencia respiratoria, no clasificada en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2012,82,"Santa Fe","Q25","Malformaciones congénitas de las grandes arterias",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2021,2,"Ciudad Autónoma de Buenos Aires","P91","Otras alteraciones cerebrales del recién nacido",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2007,78,"Santa Cruz","P29","Trastornos cardiovasculares originados en el período perinatal",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2014,98,NA,"P91","Otras alteraciones cerebrales del recién nacido",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2012,46,"La Rioja","Q33","Malformaciones congénitas del pulmón",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2007,18,"Corrientes","A41","Otras Sepsis",1,"masculino","",NA,"01.De a 0  a 14 anios",6
2006,2,"Ciudad Autónoma de Buenos Aires","P23","Neumonía congénita",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2014,50,"Mendoza","G03","Meningitis debida a otras causas y a las no especificadas",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2005,90,"Tucumán","C92","Leucemia mieloide",2,"femenino"," ",NA,"01.De a 0  a 14 anios",1
2005,22,"Chaco","J21","Bronquiolitis aguda",2,"femenino"," ",NA,"01.De a 0  a 14 anios",1
2018,90,"Tucumán","G12","Atrofia muscular espinal y síndromes afines",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2006,22,"Chaco","Q90","Síndrome de Down",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2016,90,"Tucumán","J21","Bronquiolitis aguda",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2018,18,"Corrientes","A81","Infecciones del sistema nervioso central por virus atípico",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2013,82,"Santa Fe","P96","Otras afecciones originadas en el período perinatal",1,"masculino","",NA,"01.De a 0  a 14 anios",5
2021,66,"Salta","U07",NA,1,"masculino",NA,NA,"01.De a 0  a 14 anios",3
2014,22,"Chaco","Q03","Hidrocéfalo congénito",2,"femenino","",NA,"01.De a 0  a 14 anios",5
2020,6,"Buenos Aires","D81","Inmunodeficiencias combinadas",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2006,38,"Jujuy","Q26","Malformaciones congénitas de las grandes venas",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2017,46,"La Rioja","J18","Neumonía, organismo no especificado",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2020,66,"Salta","Q91","Síndrome de Edwards y síndrome  de Patau",2,"femenino",NA,NA,"01.De a 0  a 14 anios",2
2010,86,"Santiago del Estero","J21","Bronquiolitis aguda",1,"masculino","",NA,"01.De a 0  a 14 anios",3
2017,6,"Buenos Aires","D15","Tumor benigno de otros órganos intratorácicos y de los no especificados",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2017,6,"Buenos Aires","D15","Tumor benigno de otros órganos intratorácicos y de los no especificados",1,"masculino",NA,NA,"01.De a 0  a 14 anios",2
2005,50,"Mendoza","X40","Envenenamiento accidental por, y exposición a analgésicos no narcóticos, antipiréticos y antirreumáticos",1,"masculino"," ",NA,"01.De a 0  a 14 anios",1
2015,2,"Ciudad Autónoma de Buenos Aires","G12","Atrofia muscular espinal y síndromes afines",2,"femenino",NA,NA,"01.De a 0  a 14 anios",2
2007,86,"Santiago del Estero","Q23","Malformaciones congénitas de las válvulas aórtica y mitral",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2014,90,"Tucumán","J21","Bronquiolitis aguda",2,"femenino","",NA,"01.De a 0  a 14 anios",3
2015,82,"Santa Fe","Q02","Microcefalia",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2013,66,"Salta","A09","Otras gastroenteritis y colitis de origen infeccioso y no especificado",2,"femenino","",NA,"01.De a 0  a 14 anios",5
2006,26,"Chubut","Q89","Otras malformaciones congénitas, no clasificadas en otra parte",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2014,22,"Chaco","P78","Otros trastornos perinatales del sistema digestivo",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2010,82,"Santa Fe","D81","Inmunodeficiencias combinadas",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2009,18,"Corrientes","Q04","Otras malformaciones congénitas del encéfalo",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2017,34,"Formosa","Q90","Síndrome de Down",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2005,2,"Ciudad Autónoma de Buenos Aires","P78","Otros trastornos perinatales del sistema digestivo",2,"femenino"," ",NA,"01.De a 0  a 14 anios",1
2008,86,"Santiago del Estero","R95","Síndrome de la muerte súbita infantil",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2011,6,"Buenos Aires","E84","Fibrosis quística",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2021,66,"Salta","Q21","Malformaciones congénitas de los tabiques cardíacos",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2005,22,"Chaco","P36","Sepsis bacteriana del recién nacido",1,"masculino"," ",NA,"01.De a 0  a 14 anios",34
2011,30,"Entre Ríos","G04","Encefalitis, mielitis y encefalomielitis",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2016,18,"Corrientes","G93","Otros trastornos del encéfalo",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2007,6,"Buenos Aires","E27","Otros trastornos  de la glándula suprarrenal",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2006,30,"Entre Ríos","X49","Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2016,74,"San Luis","P83","Otras afecciones de la piel especificas del feto y del recién nacido",1,"masculino",NA,NA,"01.De a 0  a 14 anios",2
2007,74,"San Luis","P02","Feto y recién nacido afectado por complicaciones de la placenta, del cordón umbilical y de las membranas",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2021,66,"Salta","Q21","Malformaciones congénitas de los tabiques cardíacos",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2020,70,"San Juan","P22","Dificultad respiratoria del recién nacido",1,"masculino",NA,NA,"01.De a 0  a 14 anios",5
2007,22,"Chaco","G03","Meningitis debida a otras causas y a las no especificadas",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2020,86,"Santiago del Estero","J69","Neumonitis debida a sólidos y líquidos",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2011,82,"Santa Fe","P94","Trastornos del tono muscular del recién nacido",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2020,66,"Salta","P22","Dificultad respiratoria del recién nacido",9,"desconocido",NA,NA,"01.De a 0  a 14 anios",1
2017,6,"Buenos Aires","I42","Cardiomiopatía",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2012,86,"Santiago del Estero","J21","Bronquiolitis aguda",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2011,34,"Formosa","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",4
2021,74,"San Luis","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2013,6,"Buenos Aires","J21","Bronquiolitis aguda",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2014,18,"Corrientes","E88","Otros trastornos metabólicos",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2017,6,"Buenos Aires","Q87","Otros síndromes de malformaciones congénitas especificados que afectan múltiples sistemas",1,"masculino",NA,NA,"01.De a 0  a 14 anios",3
2010,74,"San Luis","G03","Meningitis debida a otras causas y a las no especificadas",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2013,34,"Formosa","A09","Otras gastroenteritis y colitis de origen infeccioso y no especificado",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2007,14,"Córdoba","Q21","Malformaciones congénitas de los tabiques cardíacos",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2021,18,"Corrientes","Q20","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",1,"masculino",NA,NA,"01.De a 0  a 14 anios",3
2006,82,"Santa Fe","P78","Otros trastornos perinatales del sistema digestivo",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2014,14,"Córdoba","Q79","Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2006,66,"Salta","C95","Leucemia de células de tipo no especificado",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2017,50,"Mendoza","P22","Dificultad respiratoria del recién nacido",1,"masculino",NA,NA,"01.De a 0  a 14 anios",10
2010,66,"Salta","R95","Síndrome de la muerte súbita infantil",2,"femenino","",NA,"01.De a 0  a 14 anios",4
2015,50,"Mendoza","P96","Otras afecciones originadas en el período perinatal",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2020,14,"Córdoba","P96","Otras afecciones originadas en el período perinatal",1,"masculino",NA,NA,"01.De a 0  a 14 anios",3
2007,14,"Córdoba","Q21","Malformaciones congénitas de los tabiques cardíacos",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2021,26,"Chubut","P22","Dificultad respiratoria del recién nacido",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2020,86,"Santiago del Estero","P78","Otros trastornos perinatales del sistema digestivo",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2021,34,"Formosa","Q26","Malformaciones congénitas de las grandes venas",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2006,82,"Santa Fe","W75","Sofocación y estrangulamiento accidental en la cama",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2007,34,"Formosa","P80","Hipotermia del recién nacido",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2015,66,"Salta","J18","Neumonía, organismo no especificado",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2010,74,"San Luis","Q91","Síndrome de Edwards y síndrome  de Patau",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2012,6,"Buenos Aires","D82","Inmunodeficiencia asociada con otros defectos mayores",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2006,6,"Buenos Aires","G40","Epilepsia",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2016,14,"Córdoba","A50","Sífilis congénita",2,"femenino",NA,NA,"01.De a 0  a 14 anios",1
2021,99,"Sin Información","A41","Otras Sepsis",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2014,38,"Jujuy","J18","Neumonía, organismo no especificado",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2009,82,"Santa Fe","I33","Endocarditis aguda y subaguda",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2018,26,"Chubut","Q61","Enfermedad quística del riñón",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2014,54,"Misiones","B37","Candidiasis",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2013,90,"Tucumán","J21","Bronquiolitis aguda",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2014,14,"Córdoba","Q20","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2017,42,"La Pampa","J18","Neumonía, organismo no especificado",1,"masculino",NA,NA,"01.De a 0  a 14 anios",2
2017,30,"Entre Ríos","J69","Neumonitis debida a sólidos y líquidos",2,"femenino",NA,NA,"01.De a 0  a 14 anios",3
2010,82,"Santa Fe","Y05","Agresión sexual con fuerza corporal",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2019,82,"Santa Fe","Q20","Malformaciones congénitas de las cámaras cardíacas y sus conexiones",2,"femenino",NA,NA,"01.De a 0  a 14 anios",2
2010,54,"Misiones","I26","Embolia pulmonar",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2013,34,"Formosa","J18","Neumonía, organismo no especificado",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2012,14,"Córdoba","Q25","Malformaciones congénitas de las grandes arterias",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2005,6,"Buenos Aires","J96","Insuficiencia respiratoria, no clasificada en otra parte",2,"femenino"," ",NA,"01.De a 0  a 14 anios",15
2007,82,"Santa Fe","K65","Peritonitis",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2007,82,"Santa Fe","J21","Bronquiolitis aguda",1,"masculino","",NA,"01.De a 0  a 14 anios",2
2009,86,"Santiago del Estero","J21","Bronquiolitis aguda",2,"femenino","",NA,"01.De a 0  a 14 anios",2
2019,6,"Buenos Aires","P02","Feto y recién nacido afectado por complicaciones de la placenta, del cordón umbilical y de las membranas",1,"masculino",NA,NA,"01.De a 0  a 14 anios",5
2014,50,"Mendoza","Q21","Malformaciones congénitas de los tabiques cardíacos",2,"femenino","",NA,"01.De a 0  a 14 anios",1
2015,74,"San Luis","P61","Otros trastornos hematológicos perinatales",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2011,22,"Chaco","A09","Otras gastroenteritis y colitis de origen infeccioso y no especificado",1,"masculino","",NA,"01.De a 0  a 14 anios",1
2013,70,"San Juan","W75","Sofocación y estrangulamiento accidental en la cama",1,"masculino","",NA,"01.De a 0  a 14 anios",3
2017,34,"Formosa","Q99","Otras anomalías cromosómicas, no clasificadas en otra parte",1,"masculino",NA,NA,"01.De a 0  a 14 anios",2
2015,2,"Ciudad Autónoma de Buenos Aires","Q90","Síndrome de Down",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2021,38,"Jujuy","G04","Encefalitis, mielitis y encefalomielitis",1,"masculino",NA,NA,"01.De a 0  a 14 anios",1
2006,6,"Buenos Aires","P07","Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",2,"femenino","",NA,"01.De a 0  a 14 anios",160
2014,22,"Chaco","I42","Cardiomiopatía",2,"femenino","",NA,"01.De a 0  a 14 anios",1
